broad_sample	Name	Vector	Transcript	Symbol	NCBI Gene ID	Taxon ID	Gene Description	Annot. Gene Symbol	Annot. Gene ID	Prot Match %	MOI	Virus / ml	Insert Length	pert_type	control_type
ccsbBroad304_02538	ORF002465.1_TRC304.1	pLX_304	NM_006666.3	RUVBL2	10856	9606	RuvB like AAA ATPase 2	RUVBL2	10856	100.0			1389.0	trt	
ccsbBroad304_13146	ORF003142.1_TRC304.1	pLX_304	XM_005248849.2	TAF8	129685	9606	TATA-box binding protein associated factor 8	TAF8	129685	93.6			522.0	trt	
ccsbBroad304_00496	ORF014808.1_TRC304.1	pLX_304	NM_001421.3	ELF4	2000	9606	E74 like ETS transcription factor 4	ELF4	2000	100.0			1989.0	trt	
ccsbBroad304_07993	ORF005707.1_TRC304.1	pLX_304	NM_001164343.2	ZBTB20	26137	9606	zinc finger and BTB domain containing 20	ZBTB20	26137	99.8			2004.0	trt	
ccsbBroad304_06101	ORF004646.1_TRC304.1	pLX_304	NM_004405.4	DLX2	1746	9606	distal-less homeobox 2	DLX2	1746	99.6			984.0	trt	
ccsbBroad304_13406	ORF003596.1_TRC304.1	pLX_304	NM_001329664.2	ZNF25	219749	9606	zinc finger protein 25	ZNF25	219749	99.7			1260.0	trt	
ccsbBroad304_05180	ORF013016.1_TRC304.1	pLX_304	NM_145297.3	ZNF626	199777	9606	zinc finger protein 626	ZNF626	199777	100.0			276.0	trt	
ccsbBroad304_11788	ORF012449.1_TRC304.1	pLX_304	NM_015477.3	SIN3A	25942	9606	SIN3 transcription regulator family member A	SIN3A	25942	10.0			468.0	trt	
ccsbBroad304_06102	ORF007456.1_TRC304.1	pLX_304	NM_005220.3	DLX3	1747	9606	distal-less homeobox 3	DLX3	1747	100.0			861.0	trt	
ccsbBroad304_07978	ORF004377.1_TRC304.1	pLX_304	NM_015478.7	L3MBTL1	26013	9606	L3MBTL histone methyl-lysine binding protein 1	L3MBTL1	26013	99.8			2316.0	trt	
ccsbBroad304_00450	ORF002330.1_TRC304.1	pLX_304	NM_005221.6	DLX5	1749	9606	distal-less homeobox 5	DLX5	1749	100.0			867.0	trt	
ccsbBroad304_11666	ORF002174.1_TRC304.1	pLX_304	XM_017020453.1	PDS5B	23047	9606	PDS5 cohesin associated factor B	PDS5B	23047	7.7			366.0	trt	
ccsbBroad304_06179	ORF014130.1_TRC304.1	pLX_304	NM_182918.4	ERG	2078	9606	ETS transcription factor ERG	ERG	2078	73.6			1428.0	trt	
ccsbBroad304_15780	ORF014356.1_TRC304.1	pLX_304	NM_198935.3	SS18L1	26039	9606	SS18L1 subunit of BAF chromatin remodeling complex	SS18L1	26039	99.7			1188.0	trt	
ccsbBroad304_10809	ORF005991.1_TRC304.1	pLX_304	NM_001330451.2	ETS1	2113	9606	ETS proto-oncogene 1, transcription factor	ETS1	2113	70.9			816.0	trt	
ccsbBroad304_00595	ORF018447.1_TRC304.1	pLX_304	NM_004959.5	NR5A1	2516	9606	nuclear receptor subfamily 5 group A member 1	NR5A1	2516	100.0			1383.0	trt	
ccsbBroad304_10428	ORF002382.1_TRC304.1	pLX_304	NM_005239.6	ETS2	2114	9606	ETS proto-oncogene 2, transcription factor	ETS2	2114	99.5			1407.0	trt	
ccsbBroad304_02760	ORF011909.1_TRC304.1	pLX_304	NM_012240.2	SIRT4	23409	9606	sirtuin 4	SIRT4	23409	100.0			942.0	trt	
ccsbBroad304_13356	ORF006243.1_TRC304.1	pLX_304	BC011947.2	ZNF169	169841	9606		ZNF169	169841				378.0	trt	
ccsbBroad304_09881	ORF004827.1_TRC304.1	pLX_304	NM_173560.4	RFX6	222546	9606	regulatory factor X6	RFX6	222546	99.7			2784.0	trt	
ccsbBroad304_09708	ORF007607.1_TRC304.1	pLX_304	NM_173516.2	PNLDC1	154197	9606	PARN like, ribonuclease domain containing 1	PNLDC1	154197	100.0			1560.0	trt	
ccsbBroad304_14084	ORF004008.1_TRC304.1	pLX_304	NM_001142498.1	SIRT1	23411	9606	sirtuin 1	SIRT1	23411	81.4			1665.0	trt	
ccsbBroad304_00515	ORF013434.1_TRC304.1	pLX_304	NM_004450.3	ERH	2079	9606	ERH mRNA splicing and mitosis factor	ERH	2079	100.0			312.0	trt	
ccsbBroad304_11661	ORF009143.1_TRC304.1	pLX_304	NM_001370093.1	KDM4B	23030	9606	lysine demethylase 4B	KDM4B	23030	100.0			1344.0	trt	
ccsbBroad304_10808	ORF016268.1_TRC304.1	pLX_304	XM_011509277.1	ESRRG	2104	9606	estrogen related receptor gamma	ESRRG	2104	100.0			1326.0	trt	
ccsbBroad304_02709	ORF012970.1_TRC304.1	pLX_304	NM_001031694.2	SCMH1	22955	9606	Scm polycomb group protein homolog 1	SCMH1	22955	100.0			1980.0	trt	
ccsbBroad304_02357	ORF016692.1_TRC304.1	pLX_304	XM_011543885.2	SSX3	10214	9606	SSX family member 3	SSX3	10214	100.0			510.0	trt	
ccsbBroad304_10732	ORF010240.1_TRC304.1	pLX_304	NM_001270.2	CHD1	1105	9606	chromodomain helicase DNA binding protein 1	CHD1	1105	99.9			5127.0	trt	
ccsbBroad304_07654	ORF008332.1_TRC304.1	pLX_304	NM_006466.4	POLR3F	10621	9606	RNA polymerase III subunit F	POLR3F	10621	99.6			948.0	trt	
ccsbBroad304_13085	ORF000355.1_TRC304.1	pLX_304	NM_203436.2	ASCL4	121549	9606	achaete-scute family bHLH transcription factor 4	ASCL4	121549	99.4			516.0	trt	
ccsbBroad304_11558	ORF004318.1_TRC304.1	pLX_304	NM_001319096.2	ARID5A	10865	9606	AT-rich interaction domain 5A	ARID5A	10865	100.0			1290.0	trt	
ccsbBroad304_13072	ORF008998.1_TRC304.1	pLX_304	XM_017015650.1	ZFYVE27	118813	9606	zinc finger FYVE-type containing 27	ZFYVE27	118813	99.7			1029.0	trt	
ccsbBroad304_07661	ORF004332.1_TRC304.1	pLX_304	NM_006545.5	NPRL2	10641	9606	NPR2 like, GATOR1 complex subunit	NPRL2	10641	99.7			1140.0	trt	
ccsbBroad304_04788	ORF011943.1_TRC304.1	pLX_304	NM_080822.3	OVCA2	124641	9606	OVCA2 serine hydrolase domain containing	OVCA2	124641	100.0			681.0	trt	
ccsbBroad304_00287	ORF008900.1_TRC304.1	pLX_304	NM_005193.1	CDX4	1046	9606	caudal type homeobox 4	CDX4	1046	100.0			852.0	trt	
ccsbBroad304_00361	ORF008942.1_TRC304.1	pLX_304	NM_001256090.2	ATF2	1386	9606	activating transcription factor 2	ATF2	1386	100.0			1515.0	trt	
ccsbBroad304_07790	ORF006943.1_TRC304.1	pLX_304	NM_007241.4	SNF8	11267	9606	SNF8 subunit of ESCRT-II	SNF8	11267	99.6			774.0	trt	
ccsbBroad304_11547	ORF010859.1_TRC304.1	pLX_304	NM_001370118.1	ZMYND11	10771	9606	zinc finger MYND-type containing 11	ZMYND11	10771	93.2			1581.0	trt	
ccsbBroad304_04991	ORF004161.1_TRC304.1	pLX_304	NM_152458.7	ZNF785	146540	9606	zinc finger protein 785	ZNF785	146540	100.0			1215.0	trt	
ccsbBroad304_02455	ORF016106.1_TRC304.1	pLX_304	NM_006368.5	CREB3	10488	9606	cAMP responsive element binding protein 3	CREB3	10488	100.0			1113.0	trt	
ccsbBroad304_04909	ORF006308.1_TRC304.1	pLX_304	NM_152412.3	ZNF572	137209	9606	zinc finger protein 572	ZNF572	137209	100.0			1587.0	trt	
ccsbBroad304_07561	ORF009864.1_TRC304.1	pLX_304	NM_001190979.2	YAF2	10138	9606	YY1 associated factor 2	YAF2	10138	100.0			612.0	trt	
ccsbBroad304_13144	ORF012420.1_TRC304.1	pLX_304	XM_017003310.2	TYW5	129450	9606	tRNA-yW synthesizing protein 5	TYW5	129450	72.3			456.0	trt	
ccsbBroad304_99985	ORFC00001.1_TRC304.1	pLX_304	BFP.1	BFP	BFP	CONTROL	Hahn Lab BFP	BFP	BFP	99.5			717.0	control	negcon
ccsbBroad304_13087	ORF011771.1_TRC304.1	pLX_304	XM_011536401.3	TDRD9	122402	9606	tudor domain containing 9	TDRD9	122402	75.7			2631.0	trt	
ccsbBroad304_15720	ORF001319.1_TRC304.1	pLX_304	NM_006468.8	POLR3C	10623	9606	RNA polymerase III subunit C	POLR3C	10623	76.0			1233.0	trt	
ccsbBroad304_02451	ORF001671.1_TRC304.1	pLX_304	NM_006361.6	HOXB13	10481	9606	homeobox B13	HOXB13	10481	100.0			852.0	trt	
ccsbBroad304_02603	ORF007610.1_TRC304.1	pLX_304	NM_006872.5	GTF2A1L	11036	9606	general transcription factor IIA subunit 1 like	GTF2A1L	11036	100.0			1434.0	trt	
ccsbBroad304_00578	ORF000998.1_TRC304.1	pLX_304	NM_002017.5	FLI1	2313	9606	Fli-1 proto-oncogene, ETS transcription factor	FLI1	2313	100.0			1356.0	trt	
ccsbBroad304_13248	ORF013988.1_TRC304.1	pLX_304	XM_017026369.1	ZNF599	148103	9606	zinc finger protein 599	ZNF599	148103	99.8			1653.0	trt	
ccsbBroad304_10814	ORF017133.1_TRC304.1	pLX_304	NM_005244.5	EYA2	2139	9606	EYA transcriptional coactivator and phosphatase 2	EYA2	2139	95.3			1542.0	trt	
ccsbBroad304_00498	ORF005645.1_TRC304.1	pLX_304	NM_001114123.2	ELK1	2002	9606	ETS transcription factor ELK1	ELK1	2002	100.0			1284.0	trt	
ccsbBroad304_07890	ORF017319.1_TRC304.1	pLX_304	NM_175709.5	CBX7	23492	9606	chromobox 7	CBX7	23492	99.2			753.0	trt	
ccsbBroad304_13357	ORF017742.1_TRC304.1	pLX_304	NM_194320.4	ZNF169	169841	9606	zinc finger protein 169	ZNF169	169841	14.1			288.0	trt	
ccsbBroad304_15761	ORF007420.1_TRC304.1	pLX_304	NM_014292.5	CBX6	23466	9606	chromobox 6	CBX6	23466	100.0			1236.0	trt	
ccsbBroad304_00487	ORF013002.1_TRC304.1	pLX_304	NM_001964.3	EGR1	1958	9606	early growth response 1	EGR1	1958	100.0			1629.0	trt	
ccsbBroad304_11651	ORF003655.1_TRC304.1	pLX_304	XM_011509310.2	ATF6	22926	9606	activating transcription factor 6	ATF6	22926	33.1			606.0	trt	
ccsbBroad304_05124	ORF011617.1_TRC304.1	pLX_304	NM_001331097.1	ZNF114	163071	9606	zinc finger protein 114	ZNF114	163071	100.0			1251.0	trt	
ccsbBroad304_09910	ORF000184.1_TRC304.1	pLX_304	NM_181844.4	BCL6B	255877	9606	BCL6B transcription repressor	BCL6B	255877	99.5			1440.0	trt	
ccsbBroad304_09648	ORF012054.1_TRC304.1	pLX_304	NM_152909.3	ZNF548	147694	9606	zinc finger protein 548	ZNF548	147694	99.6			1599.0	trt	
ccsbBroad304_02836	ORF013131.1_TRC304.1	pLX_304	NM_014335.3	EID1	23741	9606	EP300 interacting inhibitor of differentiation 1	EID1	23741	100.0			561.0	trt	
ccsbBroad304_00462	ORF007056.1_TRC304.1	pLX_304	NM_001938.3	DR1	1810	9606	down-regulator of transcription 1	DR1	1810	100.0			528.0	trt	
ccsbBroad304_02710	ORF014950.1_TRC304.1	pLX_304	NM_001172221.1	SCMH1	22955	9606	Scm polycomb group protein homolog 1	SCMH1	22955	100.0			1797.0	trt	
ccsbBroad304_00454	ORF013225.1_TRC304.1	pLX_304	NM_175629.2	DNMT3A	1788	9606	DNA methyltransferase 3 alpha	DNMT3A	1788	100.0			2736.0	trt	
ccsbBroad304_02923	ORF009807.1_TRC304.1	pLX_304	NM_001009936.3	PHF19	26147	9606	PHD finger protein 19	PHF19	26147	100.0			621.0	trt	
ccsbBroad304_13254	ORF016146.1_TRC304.1	pLX_304	XM_005244930.2	PYHIN1	149628	9606	pyrin and HIN domain family member 1	PYHIN1	149628	100.0			735.0	trt	
ccsbBroad304_10810	ORF002907.1_TRC304.1	pLX_304	NM_001261439.3	ETV4	2118	9606	ETS variant transcription factor 4	ETV4	2118	100.0			621.0	trt	
ccsbBroad304_07880	ORF008966.1_TRC304.1	pLX_304	NM_012241.5	SIRT5	23408	9606	sirtuin 5	SIRT5	23408	100.0			930.0	trt	
ccsbBroad304_13375	ORF016287.1_TRC304.1	pLX_304	XM_017023015.1	ZNF778	197320	9606	zinc finger protein 778	ZNF778	197320	99.7			2061.0	trt	
ccsbBroad304_02751	ORF016524.1_TRC304.1	pLX_304	NM_001172517.1	SATB2	23314	9606	SATB homeobox 2	SATB2	23314	100.0			2199.0	trt	
ccsbBroad304_00290	ORF016845.1_TRC304.1	pLX_304	NM_001252296.1	CEBPG	1054	9606	CCAAT enhancer binding protein gamma	CEBPG	1054	100.0			450.0	trt	
ccsbBroad304_00301	ORF016691.1_TRC304.1	pLX_304	NM_001042572.3	CHD2	1106	9606	chromodomain helicase DNA binding protein 2	CHD2	1106	100.0			1503.0	trt	
ccsbBroad304_07656	ORF011916.1_TRC304.1	pLX_304	NM_006470.4	TRIM16	10626	9606	tripartite motif containing 16	TRIM16	10626	99.8			1692.0	trt	
ccsbBroad304_04800	ORF010024.1_TRC304.1	pLX_304	NM_001202456.2	ZNF816	125893	9606	zinc finger protein 816	ZNF816	125893	100.0			1953.0	trt	
ccsbBroad304_15732	ORF007508.1_TRC304.1	pLX_304	NM_001265604.1	MORF4L1	10933	9606	mortality factor 4 like 1	MORF4L1	10933	99.5			705.0	trt	
ccsbBroad304_09519	ORF018011.1_TRC304.1	pLX_304	NM_080740.5	ZNF280A	129025	9606	zinc finger protein 280A	ZNF280A	129025	100.0			1626.0	trt	
ccsbBroad304_02509	ORF001571.1_TRC304.1	pLX_304	NM_001319674.2	GMEB1	10691	9606	glucocorticoid modulatory element binding protein 1	GMEB1	10691	100.0			1689.0	trt	
ccsbBroad304_04654	ORF001201.1_TRC304.1	pLX_304	NM_052882.1	ZIM3	114026	9606	zinc finger imprinted 3	ZIM3	114026	100.0			1416.0	trt	
ccsbBroad304_14054	ORF008193.1_TRC304.1	pLX_304	NM_030665.4	RAI1	10743	9606	retinoic acid induced 1	RAI1	10743	49.2			2898.0	trt	
ccsbBroad304_15737	ORF011260.1_TRC304.1	pLX_304	NM_033081.2	DIDO1	11083	9606	death inducer-obliterator 1	DIDO1	11083	21.2			1434.0	trt	
ccsbBroad304_15736	ORF000003.1_TRC304.1	pLX_304	NM_001206682.1	ATF7	11016	9606	activating transcription factor 7	ATF7	11016	99.1			351.0	trt	
ccsbBroad304_13106	ORF012043.1_TRC304.1	pLX_304	NM_001080439.3	HSF5	124535	9606	heat shock transcription factor 5	HSF5	124535	79.6			1425.0	trt	
ccsbBroad304_07671	ORF000977.1_TRC304.1	pLX_304	NM_016932.5	SIX2	10736	9606	SIX homeobox 2	SIX2	10736	99.6			873.0	trt	
ccsbBroad304_10730	ORF014652.1_TRC304.1	pLX_304	NM_001804.3	CDX1	1044	9606	caudal type homeobox 1	CDX1	1044	55.0			462.0	trt	
ccsbBroad304_04990	ORF007153.1_TRC304.1	pLX_304	NM_152457.3	ZNF597	146434	9606	zinc finger protein 597	ZNF597	146434	100.0			1272.0	trt	
ccsbBroad304_13121	ORF009969.1_TRC304.1	pLX_304	NM_152366.5	KLHDC9	126823	9606	kelch domain containing 9	KLHDC9	126823	31.8			333.0	trt	
ccsbBroad304_02525	ORF003294.1_TRC304.1	pLX_304	NM_006626.6	ZBTB6	10773	9606	zinc finger and BTB domain containing 6	ZBTB6	10773	100.0			1272.0	trt	
ccsbBroad304_04730	ORF006381.1_TRC304.1	pLX_304	NM_145806.4	ZNF511	118472	9606	zinc finger protein 511	ZNF511	118472	100.0			756.0	trt	
ccsbBroad304_15731	ORF016707.1_TRC304.1	pLX_304	NM_006713.4	SUB1	10923	9606	SUB1 regulator of transcription	SUB1	10923	99.2			381.0	trt	
ccsbBroad304_07759	ORF011429.1_TRC304.1	pLX_304	NM_007062.3	PWP1	11137	9606	PWP1 homolog, endonuclein	PWP1	11137	99.4			1503.0	trt	
ccsbBroad304_07003	ORF016110.1_TRC304.1	pLX_304	NM_005636.4	SSX4	6759	9606	SSX family member 4	SSX4	6759	100.0			564.0	trt	
ccsbBroad304_09676	ORF002284.1_TRC304.1	pLX_304	NM_182521.3	ZSWIM2	151112	9606	zinc finger SWIM-type containing 2	ZSWIM2	151112	98.8			1899.0	trt	
ccsbBroad304_13379	ORF010658.1_TRC304.1	pLX_304	NM_001288800.2	ZNF585A	199704	9606	zinc finger protein 585A	ZNF585A	199704	12.7			339.0	trt	
ccsbBroad304_00472	ORF005912.1_TRC304.1	pLX_304	NM_024007.5	EBF1	1879	9606	EBF transcription factor 1	EBF1	1879	62.9			1772.0	trt	
ccsbBroad304_06258	ORF006316.1_TRC304.1	pLX_304	NM_001145661.2	GATA2	2624	9606	GATA binding protein 2	GATA2	2624	100.0			1440.0	trt	
ccsbBroad304_16124	ORF006554.1_TRC304.1	pLX_304	NM_001290342.2	CERS3	204219	9606	ceramide synthase 3	CERS3	204219	99.4			1146.0	trt	
ccsbBroad304_07820	ORF000934.1_TRC304.1	pLX_304	NM_012245.3	SNW1	22938	9606	SNW domain containing 1	SNW1	22938	100.0			1608.0	trt	
ccsbBroad304_00389	ORF018189.1_TRC304.1	pLX_304	NM_001012614.2	CTBP1	1487	9606	C-terminal binding protein 1	CTBP1	1487	100.0			1287.0	trt	
ccsbBroad304_07835	ORF000359.1_TRC304.1	pLX_304	NM_015069.4	ZNF423	23090	9606	zinc finger protein 423	ZNF423	23090	100.0			3852.0	trt	
ccsbBroad304_09748	ORF012268.1_TRC304.1	pLX_304	NM_001322912.1	ZNF567	163081	9606	zinc finger protein 567	ZNF567	163081	99.8			1848.0	trt	
ccsbBroad304_00525	ORF011198.1_TRC304.1	pLX_304	NM_001991.5	EZH1	2145	9606	enhancer of zeste 1 polycomb repressive complex 2 subunit	EZH1	2145	100.0			2241.0	trt	
ccsbBroad304_10807	ORF000987.1_TRC304.1	pLX_304	NM_001271877.1	ESR2	2100	9606	estrogen receptor 2	ESR2	2100	72.6			969.0	trt	
ccsbBroad304_05213	ORF005469.1_TRC304.1	pLX_304	NM_152695.6	ZNF449	203523	9606	zinc finger protein 449	ZNF449	203523	100.0			1554.0	trt	
ccsbBroad304_02705	ORF013769.1_TRC304.1	pLX_304	NM_030593.3	SIRT2	22933	9606	sirtuin 2	SIRT2	22933	100.0			1056.0	trt	
ccsbBroad304_09765	ORF012368.1_TRC304.1	pLX_304	NM_145291.4	ZBTB49	166793	9606	zinc finger and BTB domain containing 49	ZBTB49	166793	99.8			2295.0	trt	
ccsbBroad304_07872	ORF007193.1_TRC304.1	pLX_304	NM_015321.3	CRTC1	23373	9606	CREB regulated transcription coactivator 1	CRTC1	23373	99.8			1902.0	trt	
ccsbBroad304_10781	ORF012882.1_TRC304.1	pLX_304	NM_005222.4	DLX6	1750	9606	distal-less homeobox 6	DLX6	1750	59.7			525.0	trt	
ccsbBroad304_13453	ORF010659.1_TRC304.1	pLX_304	NM_001256126.2	CERS6	253782	9606	ceramide synthase 6	CERS6	253782	100.0			1176.0	trt	
ccsbBroad304_00500	ORF010089.1_TRC304.1	pLX_304	NM_021795.2	ELK4	2005	9606	ETS transcription factor ELK4	ELK4	2005	100.0			1215.0	trt	
ccsbBroad304_02684	ORF000952.1_TRC304.1	pLX_304	NM_012481.5	IKZF3	22806	9606	IKAROS family zinc finger 3	IKZF3	22806	100.0			1527.0	trt	
ccsbBroad304_09831	ORF014621.1_TRC304.1	pLX_304	NM_001290342.2	CERS3	204219	9606	ceramide synthase 3	CERS3	204219	99.7			1149.0	trt	
ccsbBroad304_06257	ORF008028.1_TRC304.1	pLX_304	NM_001145661.2	GATA2	2624	9606	GATA binding protein 2	GATA2	2624	99.7			1440.0	trt	
ccsbBroad304_07662	ORF017876.1_TRC304.1	pLX_304	NM_006545.5	NPRL2	10641	9606	NPR2 like, GATOR1 complex subunit	NPRL2	10641	99.7			1140.0	trt	
ccsbBroad304_13117	ORF016725.1_TRC304.1	pLX_304	NM_175872.5	ZNF792	126375	9606	zinc finger protein 792	ZNF792	126375	87.5			1659.0	trt	
ccsbBroad304_02358	ORF017758.1_TRC304.1	pLX_304	NM_021014.4	SSX3	10214	9606	SSX family member 3	SSX3	10214	100.0			564.0	trt	
ccsbBroad304_09570	ORF000595.1_TRC304.1	pLX_304	NM_152412.3	ZNF572	137209	9606	zinc finger protein 572	ZNF572	137209	99.6			1587.0	trt	
ccsbBroad304_02408	ORF006764.1_TRC304.1	pLX_304	NM_006339.3	HMG20B	10362	9606	high mobility group 20B	HMG20B	10362	100.0			951.0	trt	
ccsbBroad304_04683	ORF000465.1_TRC304.1	pLX_304	NM_138447.3	ZNF689	115509	9606	zinc finger protein 689	ZNF689	115509	100.0			1500.0	trt	
ccsbBroad304_00281	ORF011987.1_TRC304.1	pLX_304	NM_001260.3	CDK8	1024	9606	cyclin dependent kinase 8	CDK8	1024	100.0			1392.0	trt	
ccsbBroad304_04903	ORF001208.1_TRC304.1	pLX_304	NM_152411.4	ZNF786	136051	9606	zinc finger protein 786	ZNF786	136051	100.0			2346.0	trt	
ccsbBroad304_07621	ORF006058.1_TRC304.1	pLX_304	NM_006368.5	CREB3	10488	9606	cAMP responsive element binding protein 3	CREB3	10488	99.7			1113.0	trt	
ccsbBroad304_09503	ORF001750.1_TRC304.1	pLX_304	NM_152366.5	KLHDC9	126823	9606	kelch domain containing 9	KLHDC9	126823	99.7			1047.0	trt	
ccsbBroad304_02423	ORF011862.1_TRC304.1	pLX_304	NM_001243646.1	CD2BP2	10421	9606	CD2 cytoplasmic tail binding protein 2	CD2BP2	10421	100.0			1023.0	trt	
ccsbBroad304_02622	ORF010967.1_TRC304.1	pLX_304	NM_012406.4	PRDM4	11108	9606	PR/SET domain 4	PRDM4	11108	100.0			2403.0	trt	
ccsbBroad304_00280	ORF012864.1_TRC304.1	pLX_304	NM_001799.4	CDK7	1022	9606	cyclin dependent kinase 7	CDK7	1022	100.0			1038.0	trt	
ccsbBroad304_16097	ORF005212.1_TRC304.1	pLX_304	NM_001308440.1	ZFP28	140612	9606	ZFP28 zinc finger protein	ZFP28	140612	99.4			1047.0	trt	
ccsbBroad304_04853	ORF011535.1_TRC304.1	pLX_304	NM_001039693.3	TYW5	129450	9606	tRNA-yW synthesizing protein 5	TYW5	129450	100.0			945.0	trt	
ccsbBroad304_11474	ORF012417.1_TRC304.1	pLX_304	NM_001318536.1	SPRY2	10253	9606	sprouty RTK signaling antagonist 2	SPRY2	10253	87.2			1059.0	trt	
ccsbBroad304_11617	ORF008141.1_TRC304.1	pLX_304	NM_001317192.2	SNF8	11267	9606	SNF8 subunit of ESCRT-II	SNF8	11267	100.0			771.0	trt	
ccsbBroad304_07693	ORF002314.1_TRC304.1	pLX_304	NM_006666.3	RUVBL2	10856	9606	RuvB like AAA ATPase 2	RUVBL2	10856	100.0			1389.0	trt	
ccsbBroad304_07728	ORF005324.1_TRC304.1	pLX_304	NM_001083963.1	TDRKH	11022	9606	tudor and KH domain containing	TDRKH	11022	99.6			1683.0	trt	
ccsbBroad304_14059	ORF004357.1_TRC304.1	pLX_304	NM_001265604.1	MORF4L1	10933	9606	mortality factor 4 like 1	MORF4	10934	99.5			705.0	trt	
ccsbBroad304_07607	ORF012643.1_TRC304.1	pLX_304	NM_001190263.2	C1D	10438	9606	C1D nuclear receptor corepressor	C1D	10438	100.0			423.0	trt	
ccsbBroad304_04691	ORF005090.1_TRC304.1	pLX_304	NM_053001.3	OSR2	116039	9606	odd-skipped related transciption factor 2	OSR2	116039	100.0			828.0	trt	
ccsbBroad304_09768	ORF010908.1_TRC304.1	pLX_304	NM_152625.3	ZNF366	167465	9606	zinc finger protein 366	ZNF366	167465	100.0			2232.0	trt	
ccsbBroad304_13439	ORF009478.1_TRC304.1	pLX_304	NM_152898.2	FERD3L	222894	9606	Fer3 like bHLH transcription factor	FERD3L	222894	99.4			501.0	trt	
ccsbBroad304_00451	ORF009958.1_TRC304.1	pLX_304	NM_021951.3	DMRT1	1761	9606	doublesex and mab-3 related transcription factor 1	DMRT1	1761	100.0			1119.0	trt	
ccsbBroad304_11722	ORF013912.1_TRC304.1	pLX_304	NM_001289984.2	JADE2	23338	9606	jade family PHD finger 2	JADE2	23338	100.0			2373.0	trt	
ccsbBroad304_05054	ORF010681.1_TRC304.1	pLX_304	NM_138287.3	DTX3L	151636	9606	deltex E3 ubiquitin ligase 3L	DTX3L	151636	100.0			2220.0	trt	
ccsbBroad304_00593	ORF004326.1_TRC304.1	pLX_304	NM_003822.5	NR5A2	2494	9606	nuclear receptor subfamily 5 group A member 2	NR5A2	2494	100.0			1485.0	trt	
ccsbBroad304_05012	ORF000309.1_TRC304.1	pLX_304	NM_130898.4	CREB3L4	148327	9606	cAMP responsive element binding protein 3 like 4	CREB3L4	148327	100.0			1185.0	trt	
ccsbBroad304_14085	ORF001206.1_TRC304.1	pLX_304	NM_007375.3	TARDBP	23435	9606	TAR DNA binding protein	TARDBP	23435	62.5			780.0	trt	
ccsbBroad304_05123	ORF003570.1_TRC304.1	pLX_304	NM_153358.3	ZNF791	163049	9606	zinc finger protein 791	ZNF791	163049	100.0			1728.0	trt	
ccsbBroad304_02708	ORF002455.1_TRC304.1	pLX_304	NM_012210.3	TRIM32	22954	9606	tripartite motif containing 32	TRIM32	22954	100.0			1959.0	trt	
ccsbBroad304_11817	ORF010175.1_TRC304.1	pLX_304	NR_134255.1	ZNF658	26149	9606	zinc finger protein 658	ZNF658	26149				1845.0	trt	
ccsbBroad304_09774	ORF001984.1_TRC304.1	pLX_304	NM_007139.4	ZNF92	168374	9606	zinc finger protein 92	ZNF92	168374	99.8			1551.0	trt	
ccsbBroad304_06229	ORF008738.1_TRC304.1	pLX_304	NM_004960.3	FUS	2521	9606	FUS RNA binding protein	FUS	2521	100.0			1578.0	trt	
ccsbBroad304_16123	ORF010176.1_TRC304.1	pLX_304	NM_152695.6	ZNF449	203523	9606	zinc finger protein 449	ZNF449	203523	22.7			381.0	trt	
ccsbBroad304_00522	ORF002022.1_TRC304.1	pLX_304	NM_001987.5	ETV6	2120	9606	ETS variant transcription factor 6	ETV6	2120	56.1			1352.0	trt	
ccsbBroad304_06124	ORF016767.1_TRC304.1	pLX_304	NM_005224.3	ARID3A	1820	9606	AT-rich interaction domain 3A	ARID3A	1820	99.3			1779.0	trt	
ccsbBroad304_11680	ORF005927.1_TRC304.1	pLX_304	XM_006721482.3	CAMTA2	23125	9606	calmodulin binding transcription activator 2	CAMTA2	23125	21.7			663.0	trt	
ccsbBroad304_06155	ORF000236.1_TRC304.1	pLX_304	NM_172373.4	ELF1	1997	9606	E74 like ETS transcription factor 1	ELF1	1997	100.0			1857.0	trt	
ccsbBroad304_15773	ORF003435.1_TRC304.1	pLX_304	XM_017009331.1	NIPBL	25836	9606	NIPBL cohesin loading factor	NIPBL	25836	7.3			525.0	trt	
ccsbBroad304_05008	ORF003649.1_TRC304.1	pLX_304	NM_144693.3	ZNF558	148156	9606	zinc finger protein 558	ZNF558	148156	100.0			1206.0	trt	
ccsbBroad304_00577	ORF005515.1_TRC304.1	pLX_304	NM_201559.3	FOXO3	2309	9606	forkhead box O3	FOXO3	2309	100.0			2019.0	trt	
ccsbBroad304_00471	ORF006755.1_TRC304.1	pLX_304	NM_198256.4	E2F6	1876	9606	E2F transcription factor 6	E2F6	1876	100.0			843.0	trt	
ccsbBroad304_07651	ORF011574.1_TRC304.1	pLX_304	NM_006460.3	HEXIM1	10614	9606	HEXIM P-TEFb complex subunit 1	HEXIM1	10614	100.0			1077.0	trt	
ccsbBroad304_13028	ORF010702.1_TRC304.1	pLX_304	NM_001316996.2	ZNF257	113835	9606	zinc finger protein 257	ZNF257	113835	99.8			1593.0	trt	
ccsbBroad304_09426	ORF000667.1_TRC304.1	pLX_304	NM_178841.4	RNF166	115992	9606	ring finger protein 166	RNF166	115992	100.0			711.0	trt	
